      101      101
 -0.10000E+02  0.10000E+02 -0.10000E+02  0.10000E+02
  0.90975E-04  0.19033E-04  0.58979E-04  0.16758E-03  0.25660E-04
  0.23632E-03  0.28851E-04  0.35559E-04  0.35926E-04  0.28853E-05
  0.14190E-03  0.37283E-04  0.90544E-04  0.25597E-04  0.10130E-04
  0.11323E-05  0.50688E-04  0.23664E-04  0.65279E-04  0.17043E-04
  0.74232E-02  0.25029E-04  0.19273E-04  0.91687E-06  0.20573E-04
  0.21390E-03  0.16482E-04  0.73757E-05  0.78058E-04  0.44911E-04
  0.63919E-03  0.29635E-03  0.12657E-04  0.70806E-04  0.64337E-04
  0.53282E-03  0.24513E-04  0.10601E-03  0.20224E-04  0.61026E-04
  0.46405E-04  0.16905E-03  0.72299E-03  0.73788E-04  0.25480E-04
  0.59112E-04  0.74148E-04  0.66194E-04  0.39916E-05  0.80760E-04
  0.17869E-02  0.35063E-04  0.34763E-03  0.18444E-03  0.12343E-04
  0.41598E-04  0.13910E-04  0.20299E-03  0.26357E-03  0.24734E-03
  0.94679E-05  0.61328E-04  0.51426E-03  0.30752E-04  0.37515E-04
  0.56551E-05  0.62970E-04  0.52672E-02  0.51553E-04  0.57525E-04
  0.11041E-05
  0.93960E-05  0.79944E-05  0.84937E-05  0.44105E-04  0.12629E-04
  0.25091E-04  0.16227E-05  0.18372E-04  0.65340E-04  0.11105E-04
  0.14663E-03  0.43641E-04  0.25502E-04  0.19735E-04  0.21205E-04
  0.28809E-04  0.24981E-04  0.79515E-04  0.11214E-03  0.30863E-04
  0.90949E-04  0.35303E-04  0.17049E-04  0.37855E-05  0.14608E-04
  0.39306E-03  0.51675E-04  0.85148E-04  0.17545E-04  0.49223E-05
  0.86219E-04  0.96046E-05  0.36335E-05  0.91219E-04  0.44763E-07
  0.69453E-05  0.61409E-04  0.41055E-04  0.74542E-05  0.20274E-04
  0.76076E-04  0.62662E-05  0.18826E-05  0.37170E-04  0.59845E-06
  0.28902E-04  0.11948E-03  0.23957E-04  0.18230E-06  0.15705E-04
  0.14279E-03  0.33337E-04  0.47811E-04  0.49105E-05  0.12017E-04
  0.23497E-04  0.32992E-04  0.23084E-05  0.35223E-05  0.45683E-05
  0.13886E-03  0.54056E-04  0.27770E-04  0.35303E-04  0.28562E-04
  0.68997E-04  0.25486E-04  0.20201E-04  0.14157E-04  0.51253E-04
  0.35682E-05  0.13321E-04  0.20641E-04  0.49808E-04  0.26681E-04
  0.20990E-05  0.34776E-05  0.42964E-05  0.10163E-03  0.15455E-03
  0.46496E-04  0.12454E-03  0.22017E-04  0.72656E-05  0.30151E-04
  0.36696E-04  0.51567E-05  0.84910E-05  0.12386E-03  0.60499E-04
  0.55804E-05  0.60883E-05  0.19863E-04  0.12602E-05  0.75862E-05
  0.29110E-04  0.59833E-04  0.18838E-04  0.49941E-04  0.87134E-05
  0.97743E-05
  0.29888E-01  0.81820E-05  0.17671E-04  0.49027E-04  0.16544E-04
  0.19948E-01  0.39571E-04  0.33219E-04  0.37138E-04  0.49955E-03
  0.22724E+07  0.24645E-04  0.47082E-04  0.20326E-03  0.14282E-04
  0.46112E-01  0.19512E-04  0.76927E-04  0.26518E-05  0.60726E-04
  0.75168E-01  0.18156E-04  0.12899E-03  0.68984E-05  0.59258E-04
  0.45984E+07  0.40168E-04  0.15070E-04  0.17067E-03  0.31276E-04
  0.75635E-01  0.71084E-05  0.72598E-05  0.42084E-05  0.67779E-05
  0.11961E+00  0.12060E-04  0.52668E-04  0.20717E-04  0.29550E-04
  0.13904E+08  0.48500E-04  0.26823E-03  0.66827E-05  0.17721E-04
  0.51258E-01  0.56424E-05  0.52554E-05  0.11169E-04  0.12550E-04
  0.28054E+00  0.37334E-04  0.13265E-04  0.22122E-04  0.61642E-04
  0.14209E+08  0.13460E-05  0.37546E-04  0.13005E-03  0.15728E-04
  0.35937E-02  0.11954E-04  0.26013E-04  0.27661E-04  0.10627E-04
  0.80473E-01  0.31260E-04  0.28688E-03  0.38172E-04  0.19403E-04
  0.31722E+07  0.60314E-03  0.24164E-03  0.10688E-03  0.31287E-05
  0.11333E-01  0.14732E-04  0.39318E-04  0.20023E-04  0.21984E-04
  0.46182E-01  0.14288E-03  0.58817E-04  0.27828E-03  0.13659E-04
  0.31025E+07  0.83194E-03  0.54159E-04  0.31087E-04  0.39630E-04
  0.18388E-01  0.63088E-06  0.30512E-04  0.18047E-04  0.13923E-05
  0.27693E+00  0.33057E-04  0.69973E-04  0.44867E-03  0.20553E-05
  0.43945E+06
  0.10431E-04  0.34059E-04  0.45626E-05  0.17267E-04  0.31747E-05
  0.31604E-05  0.11076E-03  0.13506E-04  0.28561E-04  0.74702E-05
  0.46253E-04  0.22790E-05  0.82149E-05  0.24804E-04  0.24695E-05
  0.62082E-06  0.22813E-04  0.28722E-05  0.82024E-05  0.12078E-04
  0.58790E-05  0.12322E-04  0.17146E-06  0.67749E-04  0.15150E-04
  0.58846E-04  0.67989E-05  0.11980E-04  0.18974E-03  0.22651E-05
  0.15913E-03  0.45524E-04  0.66410E-04  0.91768E-06  0.63020E-05
  0.86463E-05  0.21372E-04  0.47430E-04  0.14778E-04  0.38651E-04
  0.25114E-03  0.28886E-05  0.21998E-04  0.85228E-04  0.50134E-04
  0.69188E-03  0.13925E-04  0.22074E-05  0.70745E-05  0.11566E-04
  0.16446E-02  0.33298E-04  0.59768E-04  0.81674E-05  0.26317E-04
  0.15051E-02  0.40597E-05  0.15773E-04  0.66865E-04  0.35471E-04
  0.18678E-03  0.13178E-03  0.74309E-04  0.84088E-06  0.21439E-04
  0.12547E-04  0.81705E-05  0.76146E-04  0.70131E-05  0.10460E-03
  0.29866E-04  0.16434E-03  0.44124E-04  0.19776E-04  0.13114E-03
  0.12126E-03  0.34085E-04  0.97876E-05  0.25518E-04  0.12826E-03
  0.26091E-05  0.47462E-05  0.10102E-03  0.71993E-04  0.91660E-04
  0.71396E-03  0.18920E-03  0.36191E-05  0.37682E-04  0.25221E-04
  0.17714E-04  0.45757E-05  0.10831E-03  0.23156E-04  0.13593E-03
  0.49702E-04  0.85359E-05  0.73071E-04  0.10460E-03  0.47541E-04
  0.56306E-03
  0.48324E-05  0.35537E-05  0.52415E-04  0.17069E-04  0.21395E-05
  0.20613E-04  0.23934E-04  0.95921E-04  0.20711E-05  0.45219E-05
  0.37895E-04  0.77678E-04  0.70116E-04  0.30492E-05  0.71128E-05
  0.37910E-05  0.76003E-05  0.36989E-05  0.70512E-04  0.98391E-05
  0.49494E-06  0.26163E-04  0.69833E-05  0.32340E-06  0.98506E-05
  0.20858E-03  0.15241E-04  0.62763E-05  0.28892E-05  0.33412E-05
  0.35056E-04  0.25427E-04  0.14670E-04  0.72351E-05  0.38028E-04
  0.16006E-03  0.57037E-05  0.34562E-04  0.23630E-04  0.25583E-04
  0.18028E-03  0.35377E-04  0.95087E-04  0.32962E-04  0.12970E-04
  0.39328E-03  0.64626E-05  0.25649E-04  0.20416E-04  0.59285E-05
  0.15662E-03  0.36524E-04  0.83525E-04  0.39836E-04  0.37334E-04
  0.11306E-03  0.15516E-04  0.13467E-04  0.13686E-03  0.66576E-04
  0.61174E-03  0.21446E-03  0.18190E-03  0.23415E-03  0.86286E-04
  0.99679E-04  0.22248E-03  0.60587E-05  0.14542E-03  0.28417E-03
  0.25811E-03  0.14054E-03  0.20295E-04  0.35280E-04  0.56714E-03
  0.45764E-03  0.97777E-05  0.18215E-03  0.57034E-04  0.95723E-04
  0.48900E-04  0.24045E-04  0.17780E-04  0.11774E-03  0.86658E-05
  0.65722E-04  0.27091E-05  0.47639E-04  0.23390E-04  0.18210E-03
  0.13243E-03  0.40780E-04  0.42979E-04  0.12450E-03  0.96090E-04
  0.16198E-04  0.15576E-04  0.23048E-05  0.50335E-05  0.30692E-05
  0.34201E-04
  0.99829E-04  0.10019E-03  0.41916E-05  0.24579E-03  0.11673E-04
  0.91958E-04  0.51171E-05  0.15892E-04  0.15440E-03  0.12402E-04
  0.64602E-05  0.29813E-04  0.93700E-04  0.14628E-03  0.43236E-06
  0.30926E-03  0.13736E-04  0.88637E-04  0.48279E-05  0.25296E-04
  0.29677E-03  0.11248E-04  0.40195E-04  0.12984E-03  0.21129E-05
  0.23384E-04  0.29600E-04  0.89546E-06  0.21838E-03  0.39840E-04
  0.12569E-03  0.16799E-03  0.75721E-04  0.11202E-03  0.39924E-03
  0.10681E-02  0.14123E-04  0.31251E-04  0.51125E-05  0.14420E-04
  0.12365E-02  0.53632E-04  0.53454E-04  0.12077E-03  0.71983E-04
  0.57769E-05  0.71915E-05  0.83475E-04  0.21318E-06  0.39726E-04
  0.36151E-03  0.98007E-04  0.15574E-03  0.21460E-03  0.35722E-04
  0.17895E-02  0.68242E-05  0.49572E-05  0.16870E-04  0.50847E-04
  0.13808E-02  0.18246E-03  0.46498E-04  0.43909E-04  0.48828E-05
  0.72774E-04  0.22612E-05  0.15519E-03  0.20154E-03  0.20555E-03
  0.60267E-03  0.19883E-03  0.83575E-04  0.20853E-04  0.21811E-03
  0.14324E-03  0.57938E-04  0.12396E-03  0.42280E-03  0.10086E-03
  0.90455E-04  0.17332E-03  0.55303E-03  0.61115E-04  0.70759E-04
  0.24044E-03  0.12696E-03  0.10460E-03  0.38238E-04  0.13590E-04
  0.36936E-03  0.58923E-05  0.81871E-03  0.11311E-03  0.85275E-04
  0.26371E-03  0.49292E-04  0.31443E-03  0.83618E-05  0.10534E-04
  0.22112E-03
  0.78735E-04  0.27042E-05  0.42123E-05  0.10869E-05  0.20601E-04
  0.24106E-04  0.70791E-05  0.52572E-05  0.57069E-04  0.17205E-04
  0.33403E-04  0.17201E-04  0.20085E-04  0.21426E-05  0.48017E-05
  0.52492E-06  0.23969E-04  0.32414E-04  0.57565E-05  0.17627E-04
  0.43229E-05  0.75074E-05  0.44855E-05  0.37787E-04  0.20153E-04
  0.26676E-04  0.66048E-04  0.50701E-04  0.35679E-04  0.48685E-04
  0.32245E-04  0.14302E-03  0.77277E-04  0.12651E-03  0.10240E-03
  0.38897E-03  0.78424E-04  0.52112E-05  0.44988E-05  0.14696E-05
  0.22359E-04  0.14888E-03  0.15386E-03  0.10021E-03  0.10811E-03
  0.11543E-03  0.49025E-05  0.90554E-04  0.27160E-05  0.66733E-04
  0.20263E-03  0.34288E-03  0.17013E-03  0.16792E-03  0.97916E-04
  0.10405E-03  0.39777E-04  0.77185E-04  0.76881E-04  0.22404E-03
  0.70267E-03  0.50148E-03  0.18044E-03  0.35091E-04  0.11140E-04
  0.56705E-04  0.30491E-04  0.94084E-04  0.66121E-04  0.26004E-03
  0.74089E-03  0.29699E-04  0.47171E-04  0.25743E-04  0.57598E-05
  0.16538E-02  0.20083E-04  0.26036E-04  0.99651E-04  0.12951E-03
  0.27105E-03  0.26213E-04  0.15323E-04  0.42232E-04  0.15269E-04
  0.19786E-03  0.17410E-05  0.16097E-04  0.13488E-04  0.34001E-04
  0.12854E-02  0.48254E-04  0.46235E-04  0.90899E-05  0.33675E-04
  0.31761E-05  0.14380E-04  0.73800E-04  0.56232E-05  0.19131E-04
  0.34843E-05
  0.45930E+06  0.14768E-03  0.42540E-04  0.17775E-04  0.44786E-04
  0.43028E-03  0.39694E-04  0.16611E-04  0.44327E-04  0.52555E-07
  0.51032E-01  0.14680E-04  0.91226E-04  0.38482E-05  0.64971E-04
  0.65711E+07  0.45819E-03  0.27455E-05  0.50146E-04  0.10640E-04
  0.54957E-03  0.23673E-04  0.75473E-05  0.24966E-04  0.19255E-03
  0.53670E-02  0.76835E-04  0.15774E-04  0.92617E-06  0.10948E-04
  0.28878E+07  0.28640E-05  0.84286E-04  0.11004E-03  0.17923E-04
  0.64374E-02  0.73902E-05  0.19845E-04  0.54089E-05  0.31664E-05
  0.25397E-02  0.79494E-04  0.16178E-03  0.23575E-03  0.21648E-03
  0.14208E+08  0.18211E-04  0.35755E-04  0.69798E-04  0.20938E-03
  0.85295E-01  0.26388E-03  0.35607E-03  0.18777E-03  0.74280E-04
  0.99305E-02  0.34696E-04  0.62242E-04  0.73030E-04  0.97915E-04
  0.17558E+08  0.31356E-03  0.95374E-04  0.30882E-04  0.40034E-04
  0.22104E-02  0.45369E-04  0.15689E-03  0.16318E-03  0.16000E-03
  0.15772E-01  0.27070E-04  0.56674E-04  0.24860E-04  0.11399E-03
  0.53178E+06  0.58503E-04  0.31466E-04  0.70572E-04  0.30331E-03
  0.41565E-02  0.29729E-05  0.63460E-04  0.19551E-03  0.29109E-04
  0.32237E-02  0.13294E-05  0.38635E-04  0.16363E-03  0.77086E-03
  0.13309E-01  0.12549E-02  0.55420E-04  0.30062E-04  0.20790E-03
  0.61737E-01  0.16962E-04  0.15911E-04  0.25713E-05  0.99484E-05
  0.18917E-01
  0.31291E-05  0.10530E-03  0.44084E-04  0.13363E-03  0.40720E-04
  0.92577E-04  0.13820E-04  0.80966E-07  0.82779E-05  0.87522E-04
  0.57116E-05  0.33336E-03  0.14011E-04  0.73648E-05  0.17779E-04
  0.85681E-05  0.12326E-03  0.84056E-06  0.64565E-04  0.54804E-05
  0.26336E-04  0.23187E-03  0.10408E-03  0.95678E-04  0.11027E-03
  0.16518E-03  0.40972E-04  0.17972E-04  0.72051E-05  0.13858E-05
  0.22801E-03  0.30332E-04  0.61860E-05  0.15559E-03  0.20745E-04
  0.37515E-04  0.14684E-03  0.58675E-05  0.29016E-04  0.31286E-04
  0.39770E-03  0.15188E-03  0.16727E-03  0.18764E-03  0.87385E-04
  0.60623E-03  0.80235E-06  0.61478E-04  0.98824E-04  0.16372E-03
  0.58522E-02  0.22902E-03  0.14535E-03  0.14658E-03  0.59140E-04
  0.30767E-03  0.23800E-04  0.24936E-03  0.52613E-04  0.96639E-04
  0.97651E-03  0.15611E-03  0.30478E-04  0.98796E-04  0.63882E-05
  0.92606E-03  0.11828E-03  0.38214E-03  0.62870E-04  0.88141E-03
  0.97917E-03  0.15355E-03  0.36094E-03  0.11866E-04  0.20293E-03
  0.80470E-03  0.17880E-03  0.35056E-04  0.27899E-04  0.50614E-04
  0.16908E-03  0.95007E-05  0.50025E-04  0.73963E-04  0.40235E-04
  0.50979E-04  0.35738E-04  0.86191E-05  0.10812E-03  0.24793E-03
  0.16157E-02  0.15409E-04  0.74590E-04  0.21792E-05  0.26767E-04
  0.56883E-03  0.44467E-04  0.22495E-03  0.11037E-04  0.38540E-04
  0.59134E-05
  0.44308E-04  0.17735E-04  0.92387E-04  0.79300E-04  0.38361E-04
  0.15064E-04  0.17010E-05  0.38726E-05  0.80630E-04  0.99403E-04
  0.45304E-05  0.62229E-05  0.56141E-05  0.24720E-04  0.45000E-04
  0.34735E-04  0.57775E-05  0.10611E-03  0.85693E-04  0.32989E-04
  0.16948E-04  0.17992E-04  0.85360E-04  0.39136E-04  0.70331E-05
  0.23871E-05  0.57363E-04  0.47047E-04  0.93612E-05  0.11396E-03
  0.16456E-04  0.21826E-04  0.96873E-04  0.14520E-03  0.45012E-04
  0.11940E-04  0.14800E-04  0.37243E-04  0.27543E-05  0.47725E-04
  0.32143E-04  0.64095E-04  0.13433E-03  0.70537E-04  0.25355E-04
  0.11664E-04  0.34768E-04  0.92311E-06  0.48379E-04  0.88399E-04
  0.13709E-02  0.15919E-03  0.22762E-04  0.27252E-04  0.54099E-04
  0.25799E-04  0.44432E-04  0.14910E-03  0.43193E-04  0.10318E-03
  0.11317E-02  0.15117E-03  0.17464E-03  0.17997E-03  0.17240E-03
  0.70416E-03  0.14703E-03  0.83424E-04  0.38665E-03  0.29961E-03
  0.21697E-03  0.94154E-04  0.11719E-03  0.21131E-04  0.10198E-03
  0.50464E-03  0.19655E-04  0.10948E-06  0.10981E-04  0.59314E-04
  0.30129E-04  0.38148E-04  0.73663E-04  0.12502E-03  0.26036E-03
  0.96947E-04  0.73162E-05  0.72676E-04  0.35317E-04  0.11312E-03
  0.48732E-03  0.98371E-04  0.12313E-03  0.65863E-04  0.12022E-04
  0.74592E-04  0.77973E-04  0.31028E-03  0.78173E-04  0.46610E-04
  0.11671E-05
  0.34708E-04  0.34160E-04  0.37941E-05  0.21735E-04  0.11079E-04
  0.11220E-03  0.10291E-04  0.11828E-03  0.31668E-03  0.22886E-04
  0.68125E-04  0.13733E-04  0.25833E-04  0.18898E-03  0.12534E-04
  0.23790E-05  0.20623E-03  0.32627E-03  0.84756E-04  0.10060E-03
  0.51891E-03  0.45007E-04  0.55768E-04  0.17933E-04  0.52075E-04
  0.64130E-04  0.79782E-04  0.14876E-03  0.22208E-03  0.38229E-04
  0.21621E-03  0.22788E-04  0.47277E-05  0.12141E-03  0.77664E-04
  0.17622E-04  0.95552E-06  0.25319E-05  0.51291E-05  0.85454E-04
  0.28020E-03  0.24752E-04  0.29686E-03  0.18634E-04  0.42084E-04
  0.71012E-03  0.15239E-03  0.14030E-04  0.99486E-04  0.16297E-04
  0.62047E-03  0.37407E-04  0.78443E-05  0.28299E-04  0.10787E-04
  0.15362E-02  0.50132E-04  0.35059E-04  0.10821E-03  0.77977E-04
  0.74486E-04  0.16984E-03  0.36024E-03  0.17455E-03  0.20752E-04
  0.26825E-03  0.58020E-04  0.20391E-03  0.78463E-04  0.19530E-03
  0.68023E-04  0.97832E-04  0.15029E-03  0.29409E-05  0.24739E-04
  0.16274E-02  0.48517E-04  0.98096E-04  0.59102E-05  0.31083E-04
  0.91469E-04  0.96701E-04  0.12323E-03  0.45999E-04  0.24316E-03
  0.89221E-04  0.10230E-04  0.17886E-04  0.95684E-05  0.25171E-03
  0.94289E-04  0.37071E-04  0.14279E-03  0.52267E-04  0.26845E-04
  0.30983E-04  0.26777E-05  0.47973E-03  0.59618E-04  0.77278E-04
  0.14036E-04
  0.20060E-04  0.23937E-04  0.36664E-05  0.17878E-04  0.16280E-06
  0.75339E-04  0.20265E-04  0.67696E-04  0.76844E-04  0.92382E-05
  0.30174E-04  0.56555E-05  0.21826E-05  0.13711E-04  0.22098E-03
  0.20645E-03  0.14692E-03  0.45591E-03  0.47725E-04  0.78544E-04
  0.16718E-03  0.19080E-05  0.17346E-04  0.99788E-04  0.87082E-04
  0.15479E-03  0.92535E-04  0.13317E-04  0.90910E-04  0.20920E-05
  0.40422E-04  0.65551E-04  0.36946E-04  0.42798E-04  0.26945E-04
  0.17053E-04  0.62592E-04  0.22464E-04  0.80055E-04  0.28187E-04
  0.15306E-03  0.13018E-03  0.14345E-04  0.20982E-04  0.86120E-04
  0.72718E-03  0.62518E-04  0.32261E-04  0.57809E-04  0.31415E-04
  0.19332E-04  0.86059E-04  0.35030E-04  0.40454E-04  0.12080E-03
  0.16600E-03  0.71574E-04  0.43350E-05  0.30411E-04  0.33022E-04
  0.19978E-04  0.12952E-03  0.22690E-03  0.15416E-03  0.14149E-04
  0.28385E-04  0.15552E-03  0.12701E-03  0.45300E-04  0.10113E-03
  0.41950E-04  0.93723E-04  0.10912E-04  0.21267E-04  0.40398E-04
  0.26535E-03  0.39924E-04  0.52551E-05  0.25890E-04  0.35302E-04
  0.29939E-03  0.10229E-03  0.23189E-04  0.94063E-04  0.67749E-04
  0.12961E-03  0.27041E-04  0.49368E-04  0.41016E-04  0.17464E-04
  0.30913E-04  0.10711E-04  0.19399E-03  0.43484E-04  0.93326E-04
  0.38264E-03  0.49575E-05  0.17240E-04  0.38485E-04  0.45201E-04
  0.38167E-04
  0.76735E-01  0.35822E-04  0.10089E-05  0.23856E-03  0.15344E-04
  0.91534E+05  0.29988E-03  0.10120E-03  0.34728E-04  0.20843E-03
  0.19249E-02  0.12855E-04  0.31299E-05  0.22074E-03  0.14729E-03
  0.39575E-01  0.54158E-04  0.17271E-03  0.31092E-04  0.18618E-04
  0.18855E+06  0.26043E-03  0.22743E-04  0.25019E-03  0.41203E-04
  0.26640E-01  0.26228E-04  0.10509E-04  0.51270E-04  0.74153E-06
  0.92860E-01  0.72603E-04  0.34716E-04  0.86451E-04  0.13918E-03
  0.72185E+06  0.38745E-04  0.54028E-05  0.15338E-03  0.30272E-05
  0.76126E-01  0.19351E-05  0.29586E-03  0.41552E-04  0.22712E-04
  0.46450E-02  0.24006E-04  0.76172E-04  0.10259E-03  0.20460E-05
  0.30276E-01  0.76117E-04  0.85898E-04  0.87818E-04  0.13539E-03
  0.50483E-01  0.10138E-04  0.10052E-03  0.15271E-03  0.29634E-05
  0.31513E-01  0.13323E-03  0.18843E-03  0.70948E-04  0.77879E-04
  0.68743E+05  0.88778E-03  0.58436E-04  0.45613E-04  0.71146E-04
  0.10300E+00  0.35342E-03  0.14624E-03  0.53977E-04  0.12051E-04
  0.21203E-01  0.48755E-04  0.23980E-04  0.35754E-04  0.82001E-03
  0.56624E+07  0.15272E-03  0.59273E-05  0.51969E-04  0.15748E-03
  0.21432E+00  0.12617E-03  0.27846E-05  0.78881E-04  0.12362E-05
  0.78305E-02  0.73160E-04  0.56828E-03  0.43734E-04  0.54254E-03
  0.31025E+07  0.43337E-04  0.61677E-03  0.17551E-04  0.81771E-04
  0.23714E+00
  0.90881E-05  0.13939E-03  0.60824E-05  0.62187E-05  0.23929E-04
  0.30533E-03  0.87441E-04  0.44517E-04  0.16812E-03  0.12566E-04
  0.31684E-04  0.63813E-04  0.29123E-05  0.23635E-04  0.61684E-04
  0.13451E-04  0.39464E-04  0.10071E-04  0.25432E-06  0.85596E-05
  0.41422E-03  0.63919E-03  0.31978E-05  0.33711E-04  0.10539E-04
  0.47039E-04  0.12128E-03  0.10737E-05  0.10712E-04  0.31123E-04
  0.25606E-04  0.69493E-06  0.29760E-04  0.11431E-03  0.10309E-03
  0.39419E-03  0.61399E-04  0.36226E-04  0.22127E-04  0.33467E-05
  0.25760E-03  0.23757E-03  0.70260E-04  0.13433E-03  0.96448E-04
  0.21925E-03  0.89612E-04  0.26958E-05  0.22205E-04  0.35623E-04
  0.34493E-03  0.11113E-03  0.17174E-03  0.13715E-03  0.41415E-04
  0.64081E-03  0.13817E-03  0.38258E-04  0.19898E-03  0.15746E-04
  0.14471E-03  0.25694E-03  0.24621E-03  0.79682E-04  0.55350E-04
  0.82215E-03  0.11903E-04  0.10810E-03  0.18230E-03  0.10614E-02
  0.39089E-03  0.21153E-03  0.21906E-03  0.34040E-05  0.23926E-03
